imagepath,xmlpath,xmin,xmax,ymin,ymax
./dataset/fe3c95e4-7bd4-40f5-98a9-9fc635957d9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Baleno-Number-Plates-Design.jpg,./dataset\fe3c95e4-7bd4-40f5-98a9-9fc635957d9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Baleno-Number-Plates-Design.xml,312,670,431,535
./dataset/GA1.jpg,./dataset\GA1.xml,129,177,207,224
./dataset/GA10.jpg,./dataset\GA10.xml,86,157,170,203
./dataset/GA11.jpg,./dataset\GA11.xml,46,95,330,359
./dataset/GA12.jpg,./dataset\GA12.xml,99,170,185,205
./dataset/GA13.jpg,./dataset\GA13.xml,163,217,153,171
./dataset/GA2.jpg,./dataset\GA2.xml,99,200,299,328
./dataset/GA3.jpg,./dataset\GA3.xml,106,164,274,287
./dataset/GA4.jpg,./dataset\GA4.xml,119,227,252,307
./dataset/GA5.jpg,./dataset\GA5.xml,100,187,155,172
./dataset/GA6.jpg,./dataset\GA6.xml,95,185,343,362
./dataset/GA7.jpg,./dataset\GA7.xml,46,104,109,127
./dataset/GA8.jpg,./dataset\GA8.xml,141,208,57,92
./dataset/GA9.jpg,./dataset\GA9.xml,93,167,251,269
./dataset/GJ1.jpg,./dataset\GJ1.xml,42,106,286,321
./dataset/GJ10.jpg,./dataset\GJ10.xml,117,164,149,160
./dataset/GJ11.jpg,./dataset\GJ11.xml,90,196,241,273
./dataset/GJ12.jpg,./dataset\GJ12.xml,101,173,136,154
./dataset/GJ13.jpg,./dataset\GJ13.xml,94,180,143,163
./dataset/GJ14.jpg,./dataset\GJ14.xml,100,171,151,165
./dataset/GJ15.jpg,./dataset\GJ15.xml,104,164,148,163
./dataset/GJ16.jpg,./dataset\GJ16.xml,105,177,149,165
./dataset/GJ17.jpg,./dataset\GJ17.xml,101,182,146,164
./dataset/GJ18.jpg,./dataset\GJ18.xml,107,176,150,165
./dataset/GJ2.jpg,./dataset\GJ2.xml,89,176,185,210
./dataset/GJ20.jpg,./dataset\GJ20.xml,122,182,123,138
./dataset/GJ21.jpg,./dataset\GJ21.xml,94,176,193,212
./dataset/GJ22.jpg,./dataset\GJ22.xml,113,177,116,130
./dataset/GJ23.jpg,./dataset\GJ23.xml,116,175,117,130
./dataset/GJ24.jpg,./dataset\GJ24.xml,102,172,348,365
./dataset/GJ25.jpg,./dataset\GJ25.xml,108,167,135,151
./dataset/GJ26.jpg,./dataset\GJ26.xml,84,179,263,283
./dataset/GJ27.jpg,./dataset\GJ27.xml,107,160,144,157
./dataset/GJ28.jpg,./dataset\GJ28.xml,121,183,136,163
./dataset/GJ29.jpg,./dataset\GJ29.xml,105,165,140,153
./dataset/GJ4.jpg,./dataset\GJ4.xml,103,178,251,271
./dataset/GJ5.jpg,./dataset\GJ5.xml,92,174,267,285
./dataset/GJ6.jpg,./dataset\GJ6.xml,95,177,150,168
./dataset/GJ7.jpg,./dataset\GJ7.xml,110,187,134,151
./dataset/GJ8.jpg,./dataset\GJ8.xml,98,172,148,164
./dataset/GJ9.jpg,./dataset\GJ9.xml,90,173,189,206
./dataset/HP1.jpg,./dataset\HP1.xml,121,178,230,242
./dataset/HP10.jpg,./dataset\HP10.xml,102,165,352,368
./dataset/HP11.jpg,./dataset\HP11.xml,102,173,130,144
./dataset/HP12.jpg,./dataset\HP12.xml,77,145,250,291
./dataset/HP13.jpg,./dataset\HP13.xml,54,185,354,385
./dataset/HP14.jpg,./dataset\HP14.xml,98,199,256,271
./dataset/HP15.jpg,./dataset\HP15.xml,111,170,156,169
./dataset/HP16.jpg,./dataset\HP16.xml,81,131,124,137
./dataset/HP17.jpg,./dataset\HP17.xml,79,176,245,265
./dataset/HP18.jpg,./dataset\HP18.xml,140,183,283,293
./dataset/HP19.jpg,./dataset\HP19.xml,105,167,183,197
./dataset/HP2.jpg,./dataset\HP2.xml,113,231,295,317
./dataset/HP20.jpg,./dataset\HP20.xml,44,98,158,175
./dataset/HP21.jpg,./dataset\HP21.xml,76,169,290,327
./dataset/HP22.jpg,./dataset\HP22.xml,85,157,198,215
./dataset/HP3.jpg,./dataset\HP3.xml,80,167,278,303
./dataset/HP4.jpg,./dataset\HP4.xml,60,132,227,246
./dataset/HP5.jpg,./dataset\HP5.xml,89,175,187,205
./dataset/HP6.jpg,./dataset\HP6.xml,30,74,97,111
./dataset/HP7.jpg,./dataset\HP7.xml,70,158,283,310
./dataset/HP8.jpg,./dataset\HP8.xml,104,178,166,188
./dataset/HP9.jpg,./dataset\HP9.xml,86,160,194,218
./dataset/HR1.jpg,./dataset\HR1.xml,101,181,273,289
./dataset/HR10.jpg,./dataset\HR10.xml,93,184,123,144
./dataset/HR11.jpg,./dataset\HR11.xml,95,196,250,273
./dataset/HR12.jpg,./dataset\HR12.xml,149,198,275,294
./dataset/HR13.jpg,./dataset\HR13.xml,101,180,245,265
./dataset/HR14.jpg,./dataset\HR14.xml,84,185,266,289
./dataset/HR15.jpg,./dataset\HR15.xml,94,157,221,239
./dataset/HR16.jpg,./dataset\HR16.xml,140,224,264,295
./dataset/HR17.jpg,./dataset\HR17.xml,91,180,282,306
./dataset/HR18.jpg,./dataset\HR18.xml,96,164,333,352
./dataset/HR19.jpg,./dataset\HR19.xml,100,167,147,161
./dataset/HR2.jpg,./dataset\HR2.xml,109,184,137,153
./dataset/HR20.jpg,./dataset\HR20.xml,101,190,238,254
./dataset/HR21.jpg,./dataset\HR21.xml,95,165,109,123
./dataset/HR22.jpg,./dataset\HR22.xml,74,136,215,233
./dataset/HR3.jpg,./dataset\HR3.xml,104,180,136,154
./dataset/HR4.jpg,./dataset\HR4.xml,98,186,217,241
./dataset/HR5.jpg,./dataset\HR5.xml,93,165,140,156
./dataset/HR6.jpg,./dataset\HR6.xml,102,172,266,282
./dataset/HR7.jpg,./dataset\HR7.xml,112,171,120,135
./dataset/HR8.jpg,./dataset\HR8.xml,95,186,288,309
./dataset/HR9.jpg,./dataset\HR9.xml,104,168,210,224
./dataset/JH1.jpg,./dataset\JH1.xml,77,225,328,356
./dataset/JH10.jpg,./dataset\JH10.xml,123,173,289,304
./dataset/JH11.jpg,./dataset\JH11.xml,141,202,300,315
./dataset/JH12.jpg,./dataset\JH12.xml,78,165,306,332
./dataset/JH13.jpg,./dataset\JH13.xml,108,181,231,247
./dataset/JH14.jpg,./dataset\JH14.xml,100,182,276,293
./dataset/JH15.jpg,./dataset\JH15.xml,92,178,127,146
./dataset/JH16.jpg,./dataset\JH16.xml,65,170,313,347
./dataset/JH17.jpg,./dataset\JH17.xml,108,161,143,155
./dataset/JH18.jpg,./dataset\JH18.xml,121,169,278,293
./dataset/JH19.jpg,./dataset\JH19.xml,109,191,77,94
./dataset/JH2.jpg,./dataset\JH2.xml,97,180,268,284
./dataset/JH3.jpg,./dataset\JH3.xml,108,167,131,145
./dataset/JH5.jpg,./dataset\JH5.xml,170,227,139,166
./dataset/JH6.jpg,./dataset\JH6.xml,87,139,151,163
./dataset/JH7.jpg,./dataset\JH7.xml,113,167,81,93
./dataset/JH8.jpg,./dataset\JH8.xml,102,173,267,281
./dataset/JH9.jpg,./dataset\JH9.xml,114,169,140,153
./dataset/JK1.jpg,./dataset\JK1.xml,101,185,209,231
./dataset/JK10.jpg,./dataset\JK10.xml,108,187,168,187
./dataset/JK11.jpg,./dataset\JK11.xml,94,164,340,358
./dataset/JK12.jpg,./dataset\JK12.xml,106,180,241,259
./dataset/JK13.jpg,./dataset\JK13.xml,88,185,176,196
./dataset/JK14.jpg,./dataset\JK14.xml,75,179,372,395
./dataset/JK15.jpg,./dataset\JK15.xml,93,168,183,199
./dataset/JK16.jpg,./dataset\JK16.xml,79,196,236,260
./dataset/JK17.jpg,./dataset\JK17.xml,67,180,269,293
./dataset/JK18.jpg,./dataset\JK18.xml,96,164,359,377
./dataset/JK19.jpg,./dataset\JK19.xml,138,203,174,214
./dataset/JK2.jpg,./dataset\JK2.xml,82,191,143,173
./dataset/JK20.jpg,./dataset\JK20.xml,3,70,217,251
./dataset/JK22.jpg,./dataset\JK22.xml,99,155,135,150
./dataset/JK23.jpg,./dataset\JK23.xml,76,159,194,218
./dataset/JK24.jpg,./dataset\JK24.xml,105,179,242,257
./dataset/JK26.jpg,./dataset\JK26.xml,129,214,256,285
./dataset/JK27.jpg,./dataset\JK27.xml,163,243,227,262
./dataset/JK28.jpg,./dataset\JK28.xml,143,219,254,291
./dataset/JK29.jpg,./dataset\JK29.xml,70,172,333,358
./dataset/JK3.jpg,./dataset\JK3.xml,104,171,169,185
./dataset/JK30.jpg,./dataset\JK30.xml,24,78,185,199
./dataset/JK31.jpg,./dataset\JK31.xml,105,159,142,153
./dataset/JK32.jpg,./dataset\JK32.xml,163,211,199,219
./dataset/JK34.jpg,./dataset\JK34.xml,128,199,270,294
./dataset/JK35.jpg,./dataset\JK35.xml,96,173,259,276
./dataset/JK36.jpg,./dataset\JK36.xml,137,203,286,322
./dataset/JK4.jpg,./dataset\JK4.xml,55,145,296,335
./dataset/JK5.jpg,./dataset\JK5.xml,83,167,330,352
./dataset/JK6.jpg,./dataset\JK6.xml,158,220,245,275
./dataset/JK7.jpg,./dataset\JK7.xml,142,218,233,253
./dataset/JK8.jpg,./dataset\JK8.xml,100,183,253,270
./dataset/JK9.jpg,./dataset\JK9.xml,79,159,221,240
./dataset/KA1.jpg,./dataset\KA1.xml,100,167,159,177
./dataset/KA10.jpg,./dataset\KA10.xml,98,172,165,184
./dataset/KA11.jpg,./dataset\KA11.xml,101,167,151,165
./dataset/KA12.jpg,./dataset\KA12.xml,98,169,111,128
./dataset/KA16.jpg,./dataset\KA16.xml,93,182,183,200
./dataset/KA17.jpg,./dataset\KA17.xml,116,182,231,246
./dataset/KA18.jpg,./dataset\KA18.xml,105,154,128,138
./dataset/KA19.jpg,./dataset\KA19.xml,101,167,158,176
./dataset/KA2.jpg,./dataset\KA2.xml,108,170,133,148
./dataset/KA20.jpg,./dataset\KA20.xml,77,169,281,302
./dataset/KA21.jpg,./dataset\KA21.xml,105,174,319,337
./dataset/KA23.jpg,./dataset\KA23.xml,106,158,238,249
./dataset/KA24.jpg,./dataset\KA24.xml,140,209,156,176
./dataset/KA25.jpg,./dataset\KA25.xml,65,178,344,370
./dataset/KA3.jpg,./dataset\KA3.xml,70,144,236,261
./dataset/KA4.jpg,./dataset\KA4.xml,65,177,344,370
./dataset/KA5.jpg,./dataset\KA5.xml,108,169,130,144
./dataset/KA7.jpg,./dataset\KA7.xml,128,167,154,162
./dataset/KA8.jpg,./dataset\KA8.xml,113,192,162,180
./dataset/KA9.jpg,./dataset\KA9.xml,100,168,261,275
./dataset/KL10.jpg,./dataset\KL10.xml,58,130,201,230
./dataset/KL11.jpg,./dataset\KL11.xml,92,179,242,261
./dataset/KL14.jpg,./dataset\KL14.xml,154,223,224,261
./dataset/KL15.jpg,./dataset\KL15.xml,141,223,225,259
./dataset/KL16.jpg,./dataset\KL16.xml,95,179,222,242
./dataset/KL19.jpg,./dataset\KL19.xml,104,155,120,131
./dataset/KL3.jpg,./dataset\KL3.xml,39,87,216,243
./dataset/KL4.jpg,./dataset\KL4.xml,86,161,232,248
./dataset/KL5.jpg,./dataset\KL5.xml,100,162,158,171
./dataset/KL6.jpg,./dataset\KL6.xml,91,169,229,244
./dataset/KL7.jpg,./dataset\KL7.xml,113,162,134,146
./dataset/KL8.jpg,./dataset\KL8.xml,124,200,207,223
./dataset/KL9.jpg,./dataset\KL9.xml,104,181,188,201
./dataset/LA1.jpg,./dataset\LA1.xml,79,144,183,203
./dataset/MH1.jpg,./dataset\MH1.xml,98,178,126,145
./dataset/MH10.jpg,./dataset\MH10.xml,90,182,307,325
./dataset/MH11.jpg,./dataset\MH11.xml,110,159,192,202
./dataset/MH12.jpg,./dataset\MH12.xml,87,189,287,305
./dataset/MH13.jpg,./dataset\MH13.xml,103,176,331,349
./dataset/MH14.jpg,./dataset\MH14.xml,94,183,222,239
./dataset/MH15.jpg,./dataset\MH15.xml,68,170,232,258
./dataset/MH16.jpg,./dataset\MH16.xml,106,171,245,264
./dataset/MH17.jpg,./dataset\MH17.xml,106,170,340,357
./dataset/MH18.jpg,./dataset\MH18.xml,104,165,319,336
./dataset/MH19.jpg,./dataset\MH19.xml,96,183,323,347
./dataset/MH2.jpg,./dataset\MH2.xml,93,157,165,179
./dataset/MH20.jpg,./dataset\MH20.xml,101,179,233,249
./dataset/MH21.jpg,./dataset\MH21.xml,99,186,367,389
./dataset/MH22.jpg,./dataset\MH22.xml,106,150,83,93
./dataset/MH23.jpg,./dataset\MH23.xml,108,164,145,157
./dataset/MH24.jpg,./dataset\MH24.xml,90,178,173,190
./dataset/MH25.jpg,./dataset\MH25.xml,89,178,264,284
./dataset/MH26.jpg,./dataset\MH26.xml,100,171,212,228
./dataset/MH3.jpg,./dataset\MH3.xml,103,168,234,249
./dataset/MH4.jpg,./dataset\MH4.xml,92,176,190,207
./dataset/MH6.jpg,./dataset\MH6.xml,111,173,225,240
./dataset/MH7.jpg,./dataset\MH7.xml,94,184,221,237
./dataset/MH8.jpg,./dataset\MH8.xml,103,172,151,172
./dataset/ML1.jpg,./dataset\ML1.xml,93,165,65,82
./dataset/ML10.jpg,./dataset\ML10.xml,126,178,152,164
./dataset/ML11.jpg,./dataset\ML11.xml,46,115,77,106
./dataset/ML12.jpg,./dataset\ML12.xml,105,182,163,181
./dataset/ML13.jpg,./dataset\ML13.xml,97,180,319,335
./dataset/ML14.jpg,./dataset\ML14.xml,135,205,17,37
./dataset/ML15.jpg,./dataset\ML15.xml,88,188,282,306
./dataset/ML16.jpg,./dataset\ML16.xml,25,76,87,115
./dataset/ML17.jpg,./dataset\ML17.xml,104,176,241,258
./dataset/ML18.jpg,./dataset\ML18.xml,69,163,417,444
./dataset/ML19.jpg,./dataset\ML19.xml,104,188,298,319
./dataset/ML2.jpg,./dataset\ML2.xml,89,189,247,265
./dataset/ML20.jpg,./dataset\ML20.xml,128,206,252,272
./dataset/ML21.jpg,./dataset\ML21.xml,103,174,210,227
./dataset/ML22.jpg,./dataset\ML22.xml,106,163,196,211
./dataset/ML23.jpg,./dataset\ML23.xml,83,180,201,222
./dataset/ML24.jpg,./dataset\ML24.xml,109,163,116,130
./dataset/ML25.jpg,./dataset\ML25.xml,105,176,204,221
./dataset/ML26.jpg,./dataset\ML26.xml,93,171,249,271
./dataset/ML27.jpg,./dataset\ML27.xml,115,179,210,226
./dataset/ML28.jpg,./dataset\ML28.xml,72,158,234,255
./dataset/ML29.jpg,./dataset\ML29.xml,111,189,71,87
./dataset/ML30.jpg,./dataset\ML30.xml,49,106,222,236
./dataset/ML31.jpg,./dataset\ML31.xml,58,179,132,151
./dataset/ML32.jpg,./dataset\ML32.xml,94,174,346,364
./dataset/ML33.jpg,./dataset\ML33.xml,86,169,277,299
./dataset/ML34.jpg,./dataset\ML34.xml,103,181,153,170
./dataset/ML35.jpg,./dataset\ML35.xml,123,191,225,242
./dataset/ML36.jpg,./dataset\ML36.xml,116,176,225,244
./dataset/ML37.jpg,./dataset\ML37.xml,112,155,91,103
./dataset/ML38.jpg,./dataset\ML38.xml,97,202,269,298
./dataset/ML5.jpg,./dataset\ML5.xml,103,158,221,234
./dataset/ML7.jpg,./dataset\ML7.xml,80,171,232,257
./dataset/ML8.jpg,./dataset\ML8.xml,189,260,233,274
./dataset/MN2.jpg,./dataset\MN2.xml,109,174,256,270
./dataset/MN3.jpg,./dataset\MN3.xml,81,150,175,191
./dataset/MN4.jpg,./dataset\MN4.xml,103,159,9,22
./dataset/MN5.jpg,./dataset\MN5.xml,113,181,162,178
./dataset/MN6.jpg,./dataset\MN6.xml,85,157,243,261
./dataset/MP1.jpg,./dataset\MP1.xml,90,171,269,287
./dataset/MP10.jpg,./dataset\MP10.xml,95,184,265,284
./dataset/MP11.jpg,./dataset\MP11.xml,92,186,201,228
./dataset/MP2.jpg,./dataset\MP2.xml,39,99,126,142
./dataset/MP3.jpg,./dataset\MP3.xml,93,167,206,223
./dataset/MP4.jpg,./dataset\MP4.xml,99,158,199,213
./dataset/MP5.jpg,./dataset\MP5.xml,101,171,230,244
./dataset/MP6.jpg,./dataset\MP6.xml,91,178,239,256
./dataset/MP7.jpg,./dataset\MP7.xml,97,181,230,253
./dataset/MP8.jpg,./dataset\MP8.xml,92,174,182,206
./dataset/MP9.jpg,./dataset\MP9.xml,189,248,216,248
./dataset/MZ1.jpg,./dataset\MZ1.xml,119,181,98,112
./dataset/NL2.jpg,./dataset\NL2.xml,77,178,303,332
./dataset/NL3.jpg,./dataset\NL3.xml,118,197,144,172
./dataset/NL4.jpg,./dataset\NL4.xml,176,233,387,420
./dataset/NL5.jpg,./dataset\NL5.xml,51,122,360,406
./dataset/NL6.jpg,./dataset\NL6.xml,213,261,245,264
./dataset/NL7.jpg,./dataset\NL7.xml,96,166,233,249
./dataset/NL8.jpg,./dataset\NL8.xml,119,197,186,202
./dataset/NL9.jpg,./dataset\NL9.xml,69,167,418,446
./dataset/OD10.jpg,./dataset\OD10.xml,91,181,244,262
./dataset/OD11.jpg,./dataset\OD11.xml,166,216,248,270
./dataset/OD12.jpg,./dataset\OD12.xml,105,174,310,330
./dataset/OD13.jpg,./dataset\OD13.xml,97,156,95,110
./dataset/OD14.jpg,./dataset\OD14.xml,89,168,187,205
./dataset/OD15.jpg,./dataset\OD15.xml,110,171,56,72
./dataset/OD16.jpg,./dataset\OD16.xml,83,171,331,351
./dataset/OD17.jpg,./dataset\OD17.xml,101,149,140,152
./dataset/OD18.jpg,./dataset\OD18.xml,65,131,124,134
./dataset/OD19.jpg,./dataset\OD19.xml,99,165,130,148
./dataset/OD20.jpg,./dataset\OD20.xml,116,191,121,138
./dataset/OD22.jpg,./dataset\OD22.xml,103,222,51,120
./dataset/OD23.jpg,./dataset\OD23.xml,108,161,118,129
./dataset/OD24.jpg,./dataset\OD24.xml,105,160,221,232
./dataset/OD25.jpg,./dataset\OD25.xml,89,184,279,297
./dataset/OD26.jpg,./dataset\OD26.xml,106,199,190,215
./dataset/OD27.jpg,./dataset\OD27.xml,119,176,130,142
./dataset/OD3.jpg,./dataset\OD3.xml,107,165,82,97
./dataset/OD4.jpg,./dataset\OD4.xml,124,219,328,350
./dataset/OD5.jpg,./dataset\OD5.xml,105,181,195,211
./dataset/OD6.jpg,./dataset\OD6.xml,99,177,330,357
./dataset/OD9.jpg,./dataset\OD9.xml,103,195,228,250
./dataset/PB1.jpg,./dataset\PB1.xml,94,187,214,239
./dataset/PB10.jpg,./dataset\PB10.xml,102,193,356,377
./dataset/PB11.jpg,./dataset\PB11.xml,68,186,146,171
./dataset/PB12.jpg,./dataset\PB12.xml,89,179,135,155
./dataset/PB13.jpg,./dataset\PB13.xml,112,178,155,171
./dataset/PB14.jpg,./dataset\PB14.xml,111,202,261,280
./dataset/PB15.jpg,./dataset\PB15.xml,99,171,293,310
./dataset/PB17.jpg,./dataset\PB17.xml,80,166,158,177
./dataset/PB18.jpg,./dataset\PB18.xml,114,187,159,173
./dataset/PB19.jpg,./dataset\PB19.xml,111,170,152,165
./dataset/PB2.jpg,./dataset\PB2.xml,112,173,213,225
./dataset/PB20.jpg,./dataset\PB20.xml,104,165,164,178
./dataset/PB21.jpg,./dataset\PB21.xml,72,168,363,396
./dataset/PB22.jpg,./dataset\PB22.xml,103,190,147,166
./dataset/PB23.jpg,./dataset\PB23.xml,122,163,112,123
./dataset/PB24.jpg,./dataset\PB24.xml,85,168,262,279
./dataset/PB25.jpg,./dataset\PB25.xml,124,185,232,246
./dataset/PB26.jpg,./dataset\PB26.xml,23,92,244,295
./dataset/PB27.jpg,./dataset\PB27.xml,91,176,235,254
./dataset/PB29.jpg,./dataset\PB29.xml,109,181,187,203
./dataset/PB30.jpg,./dataset\PB30.xml,74,130,102,112
./dataset/PB4.jpg,./dataset\PB4.xml,103,184,270,285
./dataset/PB5.jpg,./dataset\PB5.xml,37,79,216,231
./dataset/PB6.jpg,./dataset\PB6.xml,107,201,257,285
./dataset/PB7.jpg,./dataset\PB7.xml,109,167,153,166
./dataset/PB8.jpg,./dataset\PB8.xml,89,175,242,263
./dataset/PB9.jpg,./dataset\PB9.xml,103,172,231,244
./dataset/PY1.jpg,./dataset\PY1.xml,97,172,282,299
./dataset/PY10.jpg,./dataset\PY10.xml,91,184,274,295
./dataset/PY12.jpg,./dataset\PY12.xml,119,180,163,183
./dataset/PY13.jpg,./dataset\PY13.xml,96,177,291,311
./dataset/PY14.jpg,./dataset\PY14.xml,121,183,224,252
./dataset/PY15.jpg,./dataset\PY15.xml,101,170,225,241
./dataset/PY16.jpg,./dataset\PY16.xml,103,168,164,178
./dataset/PY17.jpg,./dataset\PY17.xml,85,170,135,156
./dataset/PY18.jpg,./dataset\PY18.xml,96,161,217,234
./dataset/PY2.jpg,./dataset\PY2.xml,91,189,264,285
./dataset/PY3.jpg,./dataset\PY3.xml,87,168,244,264
./dataset/PY4.jpg,./dataset\PY4.xml,90,179,89,109
./dataset/PY5.jpg,./dataset\PY5.xml,82,175,273,293
./dataset/PY6.jpg,./dataset\PY6.xml,93,182,262,281
./dataset/PY7.jpg,./dataset\PY7.xml,116,188,312,331
./dataset/PY8.jpg,./dataset\PY8.xml,100,207,396,427
./dataset/PY9.jpg,./dataset\PY9.xml,98,172,255,272
./dataset/RJ10.jpg,./dataset\RJ10.xml,98,175,277,295
./dataset/RJ2.jpg,./dataset\RJ2.xml,99,174,116,137
./dataset/RJ4.jpg,./dataset\RJ4.xml,87,183,250,272
./dataset/RJ5.jpg,./dataset\RJ5.xml,90,180,200,224
./dataset/RJ6.jpg,./dataset\RJ6.xml,154,229,261,295
./dataset/RJ7.jpg,./dataset\RJ7.xml,89,183,255,277
./dataset/RJ9.jpg,./dataset\RJ9.xml,101,171,261,275
./dataset/SK1.jpg,./dataset\SK1.xml,100,172,142,159
./dataset/SK10.jpg,./dataset\SK10.xml,69,127,191,205
./dataset/SK11.jpg,./dataset\SK11.xml,90,161,293,308
./dataset/SK12.jpg,./dataset\SK12.xml,63,144,290,325
./dataset/SK13.jpg,./dataset\SK13.xml,107,172,124,140
./dataset/SK2.jpg,./dataset\SK2.xml,94,171,233,254
./dataset/SK3.jpg,./dataset\SK3.xml,104,183,237,256
./dataset/SK4.jpg,./dataset\SK4.xml,190,247,274,306
./dataset/SK5.jpg,./dataset\SK5.xml,105,173,418,431
./dataset/SK6.jpg,./dataset\SK6.xml,99,177,259,278
./dataset/SK7.jpg,./dataset\SK7.xml,68,129,245,274
./dataset/SK8.jpg,./dataset\SK8.xml,34,96,187,222
./dataset/SK9.jpg,./dataset\SK9.xml,96,190,306,326
./dataset/TN1.jpg,./dataset\TN1.xml,107,162,222,238
./dataset/TN10.jpg,./dataset\TN10.xml,79,184,242,264
./dataset/TN2.jpg,./dataset\TN2.xml,101,171,283,299
./dataset/TN3.jpg,./dataset\TN3.xml,88,184,306,330
./dataset/TN4.jpg,./dataset\TN4.xml,93,173,149,168
./dataset/TN5.jpg,./dataset\TN5.xml,108,190,341,360
./dataset/TN6.jpg,./dataset\TN6.xml,99,191,88,110
./dataset/TN7.jpg,./dataset\TN7.xml,98,183,232,249
./dataset/TN8.jpg,./dataset\TN8.xml,87,171,71,93
./dataset/TN9.jpg,./dataset\TN9.xml,88,169,279,297
./dataset/TR1.jpg,./dataset\TR1.xml,83,163,94,110
./dataset/TR10.jpg,./dataset\TR10.xml,93,185,329,348
./dataset/TR2.jpg,./dataset\TR2.xml,80,178,274,296
./dataset/TR3.jpg,./dataset\TR3.xml,143,208,228,246
./dataset/TR4.jpg,./dataset\TR4.xml,102,164,148,163
./dataset/TR5.jpg,./dataset\TR5.xml,83,185,393,417
./dataset/TR6.jpg,./dataset\TR6.xml,105,152,93,104
./dataset/TR7.jpg,./dataset\TR7.xml,154,198,106,137
./dataset/TR8.jpg,./dataset\TR8.xml,106,164,36,57
./dataset/TR9.jpg,./dataset\TR9.xml,88,171,313,337
./dataset/TS1.jpg,./dataset\TS1.xml,89,183,267,287
./dataset/TS10.jpg,./dataset\TS10.xml,84,182,300,322
./dataset/TS11.jpg,./dataset\TS11.xml,135,197,223,248
./dataset/TS12.jpg,./dataset\TS12.xml,87,186,343,363
./dataset/TS13.jpg,./dataset\TS13.xml,88,198,233,261
./dataset/TS14.jpg,./dataset\TS14.xml,86,160,279,296
./dataset/TS15.jpg,./dataset\TS15.xml,89,165,156,170
./dataset/TS16.jpg,./dataset\TS16.xml,9,92,318,417
./dataset/TS2.jpg,./dataset\TS2.xml,112,172,232,247
./dataset/TS3.jpg,./dataset\TS3.xml,103,172,234,253
./dataset/TS4.jpg,./dataset\TS4.xml,109,172,208,224
./dataset/TS5.jpg,./dataset\TS5.xml,106,173,232,246
./dataset/TS6.jpg,./dataset\TS6.xml,110,155,145,156
./dataset/TS7.jpg,./dataset\TS7.xml,100,178,229,247
./dataset/TS8.jpg,./dataset\TS8.xml,92,179,339,360
./dataset/TS9.jpg,./dataset\TS9.xml,94,144,67,79
./dataset/UK1.jpg,./dataset\UK1.xml,91,167,217,236
./dataset/UK10.jpg,./dataset\UK10.xml,78,168,250,269
./dataset/UK2.jpg,./dataset\UK2.xml,30,155,415,470
./dataset/UK3.jpg,./dataset\UK3.xml,92,175,306,326
./dataset/UK4.jpg,./dataset\UK4.xml,89,180,348,368
./dataset/UK5.jpg,./dataset\UK5.xml,108,176,144,158
./dataset/UK6.jpg,./dataset\UK6.xml,111,188,274,291
./dataset/UK7.jpg,./dataset\UK7.xml,87,158,180,194
./dataset/UK8.jpg,./dataset\UK8.xml,95,169,213,229
./dataset/UK9.jpg,./dataset\UK9.xml,96,173,334,353
./dataset/UP1.jpg,./dataset\UP1.xml,100,197,170,197
./dataset/UP10.jpg,./dataset\UP10.xml,99,184,277,289
./dataset/UP11.jpg,./dataset\UP11.xml,92,169,260,275
./dataset/UP12.jpg,./dataset\UP12.xml,101,175,286,303
./dataset/UP14.jpg,./dataset\UP14.xml,77,159,301,332
./dataset/UP15.jpg,./dataset\UP15.xml,74,176,333,360
./dataset/UP16.jpg,./dataset\UP16.xml,75,152,295,320
./dataset/UP17.jpg,./dataset\UP17.xml,91,179,231,252
./dataset/UP19.jpg,./dataset\UP19.xml,108,187,214,234
./dataset/UP2.jpg,./dataset\UP2.xml,94,174,176,194
./dataset/UP20.jpg,./dataset\UP20.xml,102,174,151,168
./dataset/UP21.jpg,./dataset\UP21.xml,101,192,286,317
./dataset/UP22.jpg,./dataset\UP22.xml,106,186,280,294
./dataset/UP23.jpg,./dataset\UP23.xml,96,165,184,198
./dataset/UP24.jpg,./dataset\UP24.xml,76,161,254,273
./dataset/UP25.jpg,./dataset\UP25.xml,76,187,302,340
./dataset/UP26.jpg,./dataset\UP26.xml,48,103,199,214
./dataset/UP27.jpg,./dataset\UP27.xml,97,165,252,274
./dataset/UP28.jpg,./dataset\UP28.xml,94,176,247,266
./dataset/UP29.jpg,./dataset\UP29.xml,80,167,309,329
./dataset/UP3.jpg,./dataset\UP3.xml,91,174,145,165
./dataset/UP4.jpg,./dataset\UP4.xml,169,266,347,384
./dataset/UP5.jpg,./dataset\UP5.xml,99,167,282,300
./dataset/UP8.jpg,./dataset\UP8.xml,172,239,224,254
./dataset/WB1.jpg,./dataset\WB1.xml,159,223,111,142
./dataset/WB11.jpg,./dataset\WB11.xml,78,173,304,328
./dataset/WB12.jpg,./dataset\WB12.xml,95,184,166,187
./dataset/WB13.jpg,./dataset\WB13.xml,170,221,117,127
./dataset/WB14.jpg,./dataset\WB14.xml,93,169,368,392
./dataset/WB15.jpg,./dataset\WB15.xml,94,182,246,273
./dataset/WB16.jpg,./dataset\WB16.xml,96,165,253,269
./dataset/WB17.jpg,./dataset\WB17.xml,97,185,265,287
